symbol,company,name,role,source_url
4013,Dr. Sulaiman Al Habib Medical Services Group,Riyad Capital,bookrunner,https://www.argaam.com/en/article/articledetail/id/1346684
4013,Dr. Sulaiman Al Habib Medical Services Group,EFG Hermes Saudi Arabia,bookrunner,https://www.argaam.com/en/article/articledetail/id/1346684
4013,Dr. Sulaiman Al Habib Medical Services Group,Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1346684
4013,Dr. Sulaiman Al Habib Medical Services Group,National Commercial Bank (NCB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1346684
4013,Dr. Sulaiman Al Habib Medical Services Group,Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1346684
4013,Dr. Sulaiman Al Habib Medical Services Group,SABB,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1346684
4013,Dr. Sulaiman Al Habib Medical Services Group,Samba,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1346684
1182,Amlak International for Real Estate Finance Co.,NCB Capital,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1390508
1182,Amlak International for Real Estate Finance Co.,NCB Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1390508
1182,Amlak International for Real Estate Finance Co.,NCB Capital,bookrunner,https://www.argaam.com/en/article/articledetail/id/1389356
1182,Amlak International for Real Estate Finance Co.,NCB Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1389356
1182,Amlak International for Real Estate Finance Co.,The Saudi Investment Bank,receiving_agent,https://saudigazette.com.sa/article/595211
1182,Amlak International for Real Estate Finance Co.,National Commercial Bank,receiving_agent,https://saudigazette.com.sa/article/595211
1182,Amlak International for Real Estate Finance Co.,Al Rajhi Bank,receiving_agent,https://saudigazette.com.sa/article/595211
1182,Amlak International for Real Estate Finance Co.,Bank Al Jazira,receiving_agent,https://saudigazette.com.sa/article/595211
4161,BinDawood Holding Co.,NCB Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1414039
4161,BinDawood Holding Co.,Goldman Sachs Saudi Arabia,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1414039
4161,BinDawood Holding Co.,J.P. Morgan Saudi Arabia Company,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1414039
4161,BinDawood Holding Co.,GIB Capital,bookrunner,https://www.whitecase.com/news/press-release/white-case-and-law-office-megren-m-al-shaalan-advise-bindawoods-initial-public
4161,BinDawood Holding Co.,NCB Capital,bookrunner,https://www.whitecase.com/news/press-release/white-case-and-law-office-megren-m-al-shaalan-advise-bindawoods-initial-public
4161,BinDawood Holding Co.,The National Commercial Bank,receiving_agent,https://www.whitecase.com/news/press-release/white-case-and-law-office-megren-m-al-shaalan-advise-bindawoods-initial-public
4161,BinDawood Holding Co.,Al Rajhi Bank,receiving_agent,https://www.whitecase.com/news/press-release/white-case-and-law-office-megren-m-al-shaalan-advise-bindawoods-initial-public
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Saudi Fransi Capital,financial_advisor,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Saudi Fransi Capital,lead_manager,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Saudi Fransi Capital,underwriter,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),EFG Hermes KSA,underwriter,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Saudi Fransi Capital,bookrunner,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),EFG Hermes KSA,bookrunner,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Banque Saudi Fransi,receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Riyad Bank,receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
2081,Alkhorayef Water and Power Technologies Co. (AWPT),Saudi British Bank (SABB),receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/alkhorayef_en.pdf
4261,Theeb Rent a Car Co.,Saudi Fransi Capital,financial_advisor,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,Saudi Fransi Capital,lead_manager,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,Saudi Fransi Capital,underwriter,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,Saudi Fransi Capital,bookrunner,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,EFG Hermes KSA,bookrunner,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,Banque Saudi Fransi,receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,The National Commercial Bank,receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
4261,Theeb Rent a Car Co.,Riyad Bank,receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/Theeb_en.pdf
2281,Tanmiah Food Co.,Saudi Fransi Capital,financial_advisor,https://cma.gov.sa/en/Market/Prospectuses/Documents/Tanmiah_EN.pdf
2281,Tanmiah Food Co.,Saudi Fransi Capital,lead_manager,https://cma.gov.sa/en/Market/Prospectuses/Documents/Tanmiah_EN.pdf
2281,Tanmiah Food Co.,Saudi Fransi Capital,bookrunner,https://cma.gov.sa/en/Market/Prospectuses/Documents/Tanmiah_EN.pdf
2281,Tanmiah Food Co.,Saudi Fransi Capital,underwriter,https://cma.gov.sa/en/Market/Prospectuses/Documents/Tanmiah_EN.pdf
2281,Tanmiah Food Co.,Bank Saudi Fransi,receiving_agent,https://cma.gov.sa/en/Market/Prospectuses/Documents/Tanmiah_EN.pdf
7202,Arabian Internet and Communications Services Co. (solutions by stc),HSBC Saudi Arabia,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1498943
7202,Arabian Internet and Communications Services Co. (solutions by stc),SNB Capital,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1498943
7202,Arabian Internet and Communications Services Co. (solutions by stc),Morgan Stanley Saudi Arabia,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1498943
7202,Arabian Internet and Communications Services Co. (solutions by stc),Saudi British Bank (SABB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1497111
7202,Arabian Internet and Communications Services Co. (solutions by stc),Saudi National Bank (SNB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1497111
7202,Arabian Internet and Communications Services Co. (solutions by stc),Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1497111
7202,Arabian Internet and Communications Services Co. (solutions by stc),Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1497111
7202,Arabian Internet and Communications Services Co. (solutions by stc),Alinma Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1497111
7202,Arabian Internet and Communications Services Co. (solutions by stc),Bank Albilad,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1497111
2082,International Company for Power and Water Projects (ACWA Power),Riyad Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1500728
2082,International Company for Power and Water Projects (ACWA Power),Riyad Capital,bookrunner,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Citigroup Saudi Arabia,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),J.P. Morgan Saudi Arabia,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Natixis Saudi Arabia Investment,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Citigroup Saudi Arabia,bookrunner,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),J.P. Morgan Saudi Arabia,bookrunner,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Natixis Saudi Arabia Investment,bookrunner,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Citigroup Saudi Arabia,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),J.P. Morgan Saudi Arabia,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Riyad Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Natixis Saudi Arabia Investment,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),EFG Hermes Saudi Arabia,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Emirates NBD Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),FAB Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Alistithmar Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),SNB Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Albilad Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),AlJazira Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Saudi National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1493681
2082,International Company for Power and Water Projects (ACWA Power),Bank AlJazira,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1493681
4071,Arabian Contracting Services Co. (Al Arabia),GIB Capital,financial_advisor,https://www.arabnews.com/node/1960691/business-economy
4071,Arabian Contracting Services Co. (Al Arabia),GIB Capital,lead_manager,https://www.arabnews.com/node/1960691/business-economy
4071,Arabian Contracting Services Co. (Al Arabia),GIB Capital,bookrunner,https://www.arabnews.com/node/1960691/business-economy
4071,Arabian Contracting Services Co. (Al Arabia),GIB Capital,underwriter,https://www.arabnews.com/node/1960691/business-economy
4071,Arabian Contracting Services Co. (Al Arabia),Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1506010
4071,Arabian Contracting Services Co. (Al Arabia),Saudi National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1506010
4071,Arabian Contracting Services Co. (Al Arabia),Saudi British Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1506010
4071,Arabian Contracting Services Co. (Al Arabia),Bank Albilad,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1506010
4081,Nayifat Finance Co.,HSBC Saudi Arabia,financial_advisor,https://www.zawya.com/mena/en/press-releases/story/Nayifat_Finance_Company_announces_completion_of_the_offering_period_for_Individual_Investors-ZAWYA20211115094339/
4081,Nayifat Finance Co.,HSBC Saudi Arabia,lead_manager,https://www.arabnews.com/node/1961386/business-economy
4081,Nayifat Finance Co.,HSBC Saudi Arabia,bookrunner,https://www.argaam.com/en/article/articledetail/id/1503406
4081,Nayifat Finance Co.,HSBC Saudi Arabia,underwriter,https://www.arabnews.com/node/1961386/business-economy
4081,Nayifat Finance Co.,Saudi Fransi Capital,bookrunner,https://www.zawya.com/mena/en/press-releases/story/Nayifat_Finance_Company_announces_completion_of_the_offering_period_for_Individual_Investors-ZAWYA20211115094339/
4081,Nayifat Finance Co.,GIB Capital,underwriter,https://www.zawya.com/mena/en/press-releases/story/Nayifat_Finance_Company_announces_completion_of_the_offering_period_for_Individual_Investors-ZAWYA20211115094339/
4081,Nayifat Finance Co.,SABB,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1503406
4081,Nayifat Finance Co.,Saudi National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1503406
4081,Nayifat Finance Co.,Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1503406
4081,Nayifat Finance Co.,Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1503406
1111,Saudi Tadawul Group Holding Co.,SNB Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1515988
1111,Saudi Tadawul Group Holding Co.,SNB Capital,financial_advisor,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,SNB Capital,bookrunner,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,SNB Capital,underwriter,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,J.P. Morgan Saudi Arabia Company,financial_advisor,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,J.P. Morgan Saudi Arabia Company,bookrunner,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,J.P. Morgan Saudi Arabia Company,underwriter,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,Citigroup Saudi Arabia,financial_advisor,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,Citigroup Saudi Arabia,bookrunner,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,Citigroup Saudi Arabia,underwriter,https://www.jpmorgan.com/content/dam/jpm/global/disclosures/SA/saudi-tadawul-group-en.pdf
1111,Saudi Tadawul Group Holding Co.,Saudi National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1515988
1111,Saudi Tadawul Group Holding Co.,Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1515988
1111,Saudi Tadawul Group Holding Co.,Arab National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1515988
1111,Saudi Tadawul Group Holding Co.,Alinma Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1515988
1111,Saudi Tadawul Group Holding Co.,Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1515988
4162,Almunajem Foods Co.,HSBC Saudi Arabia,financial_advisor,https://www.zawya.com/mena/en/press-releases/story/Almunajem_Foods_announcement_of_pricing_range_and_start_of_institutional_bookbuilding-ZAWYA20211115061953/
4162,Almunajem Foods Co.,HSBC Saudi Arabia,lead_manager,https://www.arabnews.com/node/1987241/business-economy
4162,Almunajem Foods Co.,HSBC Saudi Arabia,bookrunner,https://www.zawya.com/mena/en/press-releases/story/Almunajem_Foods_announcement_of_pricing_range_and_start_of_institutional_bookbuilding-ZAWYA20211115061953/
4162,Almunajem Foods Co.,HSBC Saudi Arabia,underwriter,https://www.zawya.com/mena/en/press-releases/story/Almunajem_Foods_announcement_of_pricing_range_and_start_of_institutional_bookbuilding-ZAWYA20211115061953/
4162,Almunajem Foods Co.,SABB,receiving_agent,https://www.zawya.com/mena/en/press-releases/story/Almunajem_Foods_announcement_of_pricing_range_and_start_of_institutional_bookbuilding-ZAWYA20211115061953/
4162,Almunajem Foods Co.,Saudi National Bank,receiving_agent,https://www.zawya.com/mena/en/press-releases/story/Almunajem_Foods_announcement_of_pricing_range_and_start_of_institutional_bookbuilding-ZAWYA20211115061953/
4162,Almunajem Foods Co.,Al Rajhi Bank,receiving_agent,https://www.zawya.com/mena/en/press-releases/story/Almunajem_Foods_announcement_of_pricing_range_and_start_of_institutional_bookbuilding-ZAWYA20211115061953/
1321,East Pipes Integrated Company for Industry,SNB Capital,financial_advisor,https://www.eastpipes.com/wp-content/uploads/2022/01/Prospectus-East_pipes_en.pdf
1321,East Pipes Integrated Company for Industry,SNB Capital,lead_manager,https://www.eastpipes.com/wp-content/uploads/2022/01/Prospectus-East_pipes_en.pdf
1321,East Pipes Integrated Company for Industry,SNB Capital,bookrunner,https://www.eastpipes.com/wp-content/uploads/2022/01/Prospectus-East_pipes_en.pdf
1321,East Pipes Integrated Company for Industry,SNB Capital,underwriter,https://www.eastpipes.com/wp-content/uploads/2022/01/Prospectus-East_pipes_en.pdf
1321,East Pipes Integrated Company for Industry,Saudi National Bank,receiving_agent,https://www.eastpipes.com/wp-content/uploads/2022/01/Prospectus-East_pipes_en.pdf
7203,Elm Co.,Riyad Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1533943
7203,Elm Co.,Riyad Capital,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1526335
7203,Elm Co.,Riyad Capital,bookrunner,https://www.argaam.com/en/article/articledetail/id/1526335
7203,Elm Co.,Riyad Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1526335
7203,Elm Co.,Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532377
7203,Elm Co.,Saudi National Bank (SNB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532377
7203,Elm Co.,Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532377
7203,Elm Co.,Arab National Bank (ANB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532377
4014,Scientific & Medical Equipment House Co. (SMEH),Alistithmar Capital (Alistithmar for Financial Securities and Brokerage Company),financial_advisor,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),Alistithmar Capital (Alistithmar for Financial Securities and Brokerage Company),lead_manager,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),Alistithmar Capital (Alistithmar for Financial Securities and Brokerage Company),bookrunner,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),Alistithmar Capital (Alistithmar for Financial Securities and Brokerage Company),underwriter,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),The Saudi Investment Bank (SAIB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),Saudi National Bank (SNB),receiving_agent,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1526343
4014,Scientific & Medical Equipment House Co. (SMEH),AlJazira Capital,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1526343
4163,Al-Dawaa Medical Services Co.,GIB Capital,financial_advisor,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,GIB Capital,lead_manager,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,GIB Capital,bookrunner,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,GIB Capital,underwriter,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,The Saudi National Bank,receiving_agent,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,Al Rajhi Bank,receiving_agent,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,The Saudi British Bank (SABB),receiving_agent,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4163,Al-Dawaa Medical Services Co.,Riyad Bank,receiving_agent,https://www.zawya.com/en/press-release/companies-news/al-dawaa-medical-services-company-announces-results-of-the-offering-period-for-individual-investors-oyptvh5w
4164,Nahdi Medical Co.,SNB Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1542576
4164,Nahdi Medical Co.,SNB Capital,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1536945
4164,Nahdi Medical Co.,HSBC Saudi Arabia,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1536945
4164,Nahdi Medical Co.,SNB Capital,bookrunner,https://www.argaam.com/en/article/articledetail/id/1536945
4164,Nahdi Medical Co.,HSBC Saudi Arabia,bookrunner,https://www.argaam.com/en/article/articledetail/id/1536945
4164,Nahdi Medical Co.,SNB Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1536945
4164,Nahdi Medical Co.,HSBC Saudi Arabia,underwriter,https://www.argaam.com/en/article/articledetail/id/1536945
4164,Nahdi Medical Co.,Saudi National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1542576
4164,Nahdi Medical Co.,Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1542576
4164,Nahdi Medical Co.,Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1542576
4164,Nahdi Medical Co.,Arab National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1542576
4164,Nahdi Medical Co.,SABB,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1542576
1322,Almasane Alkobra Mining Co. (AMAK),Al Rajhi Capital,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1532230
1322,Almasane Alkobra Mining Co. (AMAK),Al Rajhi Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1532230
1322,Almasane Alkobra Mining Co. (AMAK),Al Rajhi Capital,bookrunner,https://www.argaam.com/en/article/articledetail/id/1532230
1322,Almasane Alkobra Mining Co. (AMAK),Al Rajhi Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1532230
1322,Almasane Alkobra Mining Co. (AMAK),Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532230
1322,Almasane Alkobra Mining Co. (AMAK),Saudi National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532230
1322,Almasane Alkobra Mining Co. (AMAK),Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1532230
1183,Saudi Home Loans Co.,Riyad Capital,lead_manager,https://www.argaam.com/en/article/articledetail/id/1549196
1183,Saudi Home Loans Co.,Riyad Capital,financial_advisor,https://www.argaam.com/en/article/articledetail/id/1549196
1183,Saudi Home Loans Co.,Riyad Capital,underwriter,https://www.argaam.com/en/article/articledetail/id/1549196
1183,Saudi Home Loans Co.,Al Rajhi Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1546658
1183,Saudi Home Loans Co.,Riyad Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1546658
1183,Saudi Home Loans Co.,Arab National Bank,receiving_agent,https://www.argaam.com/en/article/articledetail/id/1546658
4322,Retal Urban Development Co.,SNB Capital,financial_advisor,https://www.alfozan.com/press-releases/retals-ipo-tadawul-888x-covered-5-shares-allotted-subscriber
4322,Retal Urban Development Co.,SNB Capital,lead_manager,https://www.alfozan.com/press-releases/retals-ipo-tadawul-888x-covered-5-shares-allotted-subscriber
4322,Retal Urban Development Co.,SNB Capital,bookrunner,https://www.alfozan.com/press-releases/retals-ipo-tadawul-888x-covered-5-shares-allotted-subscriber
